n_T,dT,N_obs,Ea_true,Psi,cond,D,coverage,cov_t,cov_z,cov_znodf,rmse_Ea,bias_Ea,reported_halfwidth,true_sd,R2,n_ok,relerr_Ea,SE_ratio
5,42.83320914369312,184.0,24.221791616183086,251.00567558627282,3000.752011507824,13749.870077538146,0.9225,0.9225,0.81,0.7225,0.2010660969805155,0.0034580690914464986,0.45248481787047234,0.20103635768968967,0.9998982701117276,400,0.008301041482256789,1.1483475109048022
4,14.313617541304774,215.0,63.33771942147363,10.572185310710772,18504.28857723428,1438.1393293135507,0.9525,0.9525,0.8525,0.7775,0.9373543719224797,-0.0743067622845158,3.868113474109167,0.9344044753964841,0.9996016051959906,400,0.014799307276679193,2.112069595847512
3,2.576106270425022,180.0,19.2654229832263,0.22370794260891813,566119.1655641226,168.31984891710226,0.945,0.945,0.72,0.54,6.552094961076973,0.5348815525170934,56.268380117944886,6.530225884588309,0.951735774682996,400,0.34009608648518347,4.396227283773813
5,3.594553422537612,315.0,62.58815178065641,0.9430220550233088,619536.0020793995,742.2584056063255,0.9075,0.9075,0.78,0.6625,2.607549203158263,-0.04980490115763967,5.615799402327365,2.607073516169418,0.9975815721479382,400,0.04166202594217132,1.099011500415028
6,47.23858456108157,400.0,56.90225391826586,752.9813675774192,2588.9899747907525,38313.287112267746,0.9275,0.9275,0.7925,0.6775,0.21133165450466623,0.014718424985318262,0.31478437672774795,0.21081849103347453,0.9999841076578239,400,0.0037139417150016947,0.7618130319279556
3,7.066775834961668,240.0,41.73101776814767,6.362501875015928,59449.32337913891,1551.3199635903477,0.945,0.945,0.6475,0.47,1.5930556999424188,-0.014345315687132328,10.974827627294331,1.5929911095285079,0.999588054109923,400,0.03817437927810046,3.5150239176900864
3,17.373625040734513,176.0,44.92691160752717,365.41164940684706,12531.271551990567,40905.33552080264,0.91,0.91,0.555,0.3275,0.23421762628528014,0.012557116778497157,1.2005346028787458,0.23388077150745495,0.9999955742732733,400,0.005213303516862235,2.618931221160472
6,8.139957859501298,532.0,31.378330694938448,1.4800032513033237,85737.47146965246,433.359184318233,0.955,0.955,0.885,0.845,2.613908700387932,-0.03363143485830845,6.608691190149033,2.6136923347159855,0.978494960305603,400,0.08330298784216633,1.2900451880577535
4,8.461064446461853,222.0,55.29507317353651,42.66830533596243,95481.92842815998,13184.570449721296,0.9175,0.9175,0.7575,0.6175,0.4295102065290454,-0.02949388699178366,1.093687542179166,0.42849635721058255,0.9999579466601507,400,0.007767603547265099,1.302237087108693
5,13.24672163515577,287.0,44.244863557237565,2.2726435562891267,19597.084687473398,318.1464346211685,0.9475,0.9475,0.85,0.76,1.9301594758454363,0.10992639968461487,5.180115455834393,1.927026670507782,0.9960711815061387,400,0.04362448701753768,1.3714994656501955
6,2.8974485176858433,390.0,20.889124205458447,0.7256775734583018,620556.3350024618,571.6553976103884,0.9225,0.9225,0.835,0.785,3.499527439526475,-0.057673590031869136,8.212499824512333,3.4990521655173366,0.9207336055492297,400,0.16752868167694787,1.1974816986628545
4,44.44222451615922,335.0,33.03133966589676,30.83886956824011,2032.0718248720923,1390.1702084866945,0.9575,0.9575,0.8325,0.725,0.743165600056102,0.054890043029579436,2.6604810698457326,0.7411357448423042,0.9993061255859619,400,0.022498802881536897,1.8314975500615205
3,2.1006823402092145,222.0,13.991927067006836,0.12215805688957387,1445144.486584432,146.85128501784308,0.94,0.94,0.6425,0.4175,8.540118464810515,0.17052798359788476,53.95719404676009,8.538415754682337,0.9129777110133751,400,0.6103604188266701,3.224155560825848
6,7.6314720229965385,525.0,37.19453538964396,1.0148032796510635,117155.5837580271,347.3468448534253,0.9375,0.9375,0.845,0.7925,3.208792309962383,0.02730068189903129,7.658544298973204,3.2086761695817136,0.9788791711427369,400,0.08627053077414712,1.2177671893920008
4,36.151538828258296,255.0,43.242555023808606,146.93922592555901,3172.631045072284,8276.51549498575,0.96,0.96,0.84,0.7225,0.30845630203205776,0.02166402035833963,1.0976407990596795,0.30769458962615104,0.9999305957835602,400,0.00713316550935131,1.8200541534617185
4,9.656886601567951,196.0,46.28313717372969,197.28088129973625,29305.600124647066,33772.27438199295,0.98,0.98,0.905,0.8325,0.20886574767591348,0.007550517601362436,1.0937139538928995,0.20872922707701924,0.9999397791060529,400,0.004512782849872711,2.673402911652814
