n_T,n_t,dT,N_obs,Ea_true,sigma_y,sigma_lnk,E_het,D_het,E,D,A,c_deg,c_Ea,cond,lambda_min,lambda_max,rmse_Ea,rmse_deg,relerr_Ea,frac_ok
6,5,14.915549915916138,355.0,21.014329033135148,0.03738703201885416,0.019354634571474617,8.34859386753203,1668.676993054811,6.63217447334608,1214.9531156431165,13.263953702189719,6.632174473349115,7.788084256634541,33558.8563954881,6.63217447334608,222568.190740843,1.33309290075633,1.445549156221227,0.06343732881760462,1.0
6,7,32.35587183262808,602.0,41.75123771696296,0.007419370830152974,0.0033132015168488055,1671.8450466718052,153538.00696148162,1387.2970400845393,113266.82769981338,2774.1779130591863,1387.297040084566,1637.5807568299513,6666.019122508993,1387.2970400845393,9247748.597803663,0.10129757675943785,0.11013421143939847,0.0024262173362655072,1.0
3,7,3.304652130501527,252.0,21.361945398232216,0.015218711317406843,0.0071703694584712594,4.063501248388106,2570.337728112059,2.2823938179839827,1362.155739317567,4.564774820131043,2.2823938179843024,2.6499281312438887,356182.3250448092,2.2823938179839827,812948.3367574341,2.105004796382544,2.2677055190112747,0.09853993899622744,1.0
6,7,15.550511883708309,511.0,67.64189181864474,0.025654871519362448,0.013177479908878771,33.71381391782069,6280.242417840198,16.993350141694016,2899.05514397093,33.98553256224639,16.9933501416886,19.991934395650873,29104.15138131059,16.993350141694016,494577.0349994784,0.9894873170121781,1.0740833089086956,0.014628321154368377,1.0
5,6,33.824793427943106,336.0,19.115675240236587,0.009740836654921693,0.00440090752956763,806.4873942082054,57966.87352156588,674.7133473416004,47720.38543810132,1349.1569870711462,674.7133473417442,787.5975299325964,5002.294801233583,674.7133473416004,3375115.0697297966,0.12190182657100287,0.13193701936458915,0.0063770609742527795,1.0
5,4,2.5008872882201985,216.0,20.889576433510726,0.03301667691438034,0.020386846270036132,0.10894832239046222,159.3644688822118,0.09679282714239038,120.40724593195837,0.19358552919839767,0.09679282714872132,0.11158648107592935,1547458.090038654,0.09679282714239038,149782.843419205,9.44517021160673,10.14086524476812,0.4521475215962224,1.0
4,7,9.466740585996108,196.0,56.40973850686279,0.00530280070006921,0.003435389690612496,116.19188079837681,26196.629873133905,62.14821830241533,13329.179180511248,124.29373451500413,62.14821830243893,74.88602816574893,45999.11191783715,62.14821830241533,2858762.849186978,0.35066028832885726,0.3851823013246355,0.006216307637841577,1.0
3,4,11.576563076682074,148.0,66.68351620729628,0.02093186259747788,0.011375688665872049,9.897901396814941,1803.1908578056284,9.155758445151328,1739.9831526359778,18.311009886923202,9.155758445156547,10.588727152501445,36116.14883069927,9.155758445151328,330670.7346630171,1.024272846551727,1.1026506687695274,0.015360210510909661,1.0
6,7,26.00775626079622,441.0,22.05442859345768,0.020152369041073658,0.009046443475021393,110.90272299587242,10848.177545837596,95.14369452503456,9236.02959842149,190.2671982599338,95.14369452501971,110.81175430992641,9423.464721500251,95.14369452503456,896583.2488298599,0.31028060221289866,0.3350768925487485,0.01406885700520673,1.0
3,5,3.5540378956026544,235.0,17.56000597652352,0.05137419401031876,0.02077831387978235,0.25076150617934684,184.78151361555007,0.3100957989557144,197.2172041670193,0.6201900646153278,0.3100957989573791,0.3572829919350272,404480.72457769304,0.3100957989557144,125427.77345010597,6.545142801147493,7.025498793381073,0.37273010099756704,1.0
4,6,5.658284722095916,288.0,48.39542997931988,0.008373693592750657,0.0041621785632739265,28.852117665180604,12947.431869226013,27.729413926059006,9618.31719257337,55.45836690567558,27.729413925953022,33.38861228873466,120314.17818596378,27.729413926059006,3336241.648092209,0.514074410172882,0.5642043839692269,0.010622375096007082,1.0
6,4,3.870206500967946,192.0,55.04228690384817,0.016318420799359926,0.0117654782276765,1.2884411481193276,1052.112929816735,1.1471318152355017,694.3175246903597,2.2942573679082954,1.1471318152386978,1.390254103900429,366344.4397031198,1.1471318152355017,420245.36211807263,2.253135498854394,2.4804751464665067,0.04093462727648532,1.0
4,5,3.542640979323636,130.0,16.605899096327477,0.013512185870903389,0.009117705559727282,0.9782781777098145,768.7954655946847,1.0630131278124813,635.6146760396227,2.1260203091741894,1.0630131278056631,1.291771240257577,357528.42583852704,1.0630131278124813,380057.4102324854,2.0829303170591693,2.2960676092149743,0.12543315510810404,1.0
5,5,23.057881697263888,335.0,60.60658387157015,0.010472693122693147,0.005444094900145883,433.8843901610518,36817.10959520316,314.5032284269893,28678.872578274546,628.9308207857662,314.503228426997,363.8318546599842,8315.223616471836,314.5032284269893,2615164.672472738,0.18176737411970262,0.19556383965355395,0.002999135778793954,1.0
6,4,34.47904322289874,296.0,62.63007419417968,0.006222024962719955,0.008381543424735073,387.5514443549898,36841.23961197376,351.22744483767093,20852.400661798503,702.2556572540223,351.2274448376699,412.78927120593175,3524.806116439762,351.22744483767093,1238008.6458253316,0.2454611169058625,0.2683362386084682,0.0039192212377847325,1.0
3,6,16.959256977973677,186.0,23.934698230740974,0.010756074534911158,0.004783166107966137,162.6192098492486,18060.30330795224,142.88814356518043,15091.052288147992,285.75066940324217,142.88814356521377,168.07699707431462,11154.411448603478,142.88814356518043,1593833.144453146,0.25239355115445317,0.2738600419002267,0.010545090174994847,1.0
